salesman number,salesman,gender,age,mobile phone
12321942,Lynn Brown,Unknown,45,13881429811
12125844,Malachi Lewis,Male,46,13937820660
12018187,Chu Shengxiang,Male,49,13968713358
12439489,Yan Yusong,Female,46,13915520945
12210021,Susan Johnson,Female,44,13861191981
12124011,Qian Jishan,Female,46,13956678456
12223304,Georgina Smith,Female,41,15691496587
12331603,Tao Yinghui,Female,43,15020644976
12226102,Alistair Lewis,Male,47,13891971811
12135836,Angelica Harris,Female,39,13801466057
12413390,Louisa Roberts,Female,42,18966855678
12230680,Zhao Bandan,Female,44,15660112160
12334912,Zheng Rusi,Female,38,15694603232
12435613,Ralph Thompson,Male,44,18998586749
12329008,Marilyn Hall,Female,39,15662126431
12235156,Benjamin Wilson,Male,43,15067783063
12021130,Zhu Tinghan,Female,44,18936952957
12225009,Kong Xumeng,Male,45,13943189492
12229963,Trevor Evans,Male,38,18622164699
12133215,Chen Xiangman,Female,44,18950665504
12329547,Xie Tingwei,Female,40,15638248700
12111973,Sadie Hughes,Female,43,13997748487
12517970,Burt Robinson,Male,40,15607919844
12517675,Wei Yanhong,Male,49,13880795819
12233740,Yan Jiaye,Male,38,13857113998
12412088,Yang Nuobo,Male,44,15087215484
12118949,Flora Taylor,Unknown,39,15017307252
12020192,Fiona Wilson,Female,45,18980108445
12239939,Qi Yousong,Female,49,13983180228
12032450,Shui Xiangchen,Male,44,15083994279
12331508,Floyd Green,Male,47,13931236054
12029959,Pam Wright,Female,40,15681418158
12036053,Jing Manyun,Female,38,18602368649
12414329,Yu Ruichen,Unknown,49,15653633429
12326780,Qing  zixue,Female,38,15657449973
12410148,Richard Roberts,Male,45,13950813597
12126969,Jackie Thomas,Female,48,15039530124
12411769,Eva Harris,Female,49,18964807274
12029815,Jing Nianlan,Female,48,18664669055
12524193,Yan Shumeng,Female,38,15660589740
12120080,Zheng Bochang,Male,38,13972571291
12436168,Dou Youqing,Female,44,18695976535
12218567,Betty Davies,Female,39,13950195338
12510499,Feng Ziyu,Male,39,18660093847
12521535,Kong Shanwei,Female,39,18937157948
12223681,Zhou Shishan,Female,45,13805315084
12038646,Dottie Thomas,Female,39,15085452010
12311057,Theo White,Male,45,13986643179
12322372,Chen Yinghui,Female,38,13977262931
12124356,Wang Nuobo,Male,49,18986871484
12230290,Joanne Jones,Female,45,18658136807
12526345,Xie Yishuang,Unknown,40,15681759413
12517566,Bob Lewis,Male,47,13947319351
12522947,Olympia Thomas,Female,41,13912901670
12134284,You Xiangxing,Male,42,13924787705
12325065,Yang Jingwen,Male,41,18946575272
12334339,Dustin Clarke,Male,44,13833246195
12430970,Jing Chutai,Male,39,15670838760
12421875,Xu Yixian,Male,44,13935911937
12230558,Jiang Boran,Male,43,13941181346
12117761,Yang Bisong,Female,48,15660871829
12223802,Yu Kaiyu,Male,45,13982873533
12028008,Hal Taylor,Male,41,18999505149
12114719,Frankie Wright,Male,40,13944468545
12321178,Molly Wilson,Female,47,13867191407
12522165,Anthea Smith,Female,43,13822403967
12437191,Jiang Lengrou,Female,45,15078677864
12216983,Chen Ziquan,Male,49,18900813304
12016030,Poll Robinson,Female,40,15684292691
12225754,Qi Zhuyu,Male,49,13994163061
12032131,Sun Ruyu,Male,45,18630096502
12024373,Zhou Yihao,Male,46,18699556584
12136007,Jing Ziyu,Male,49,15695243997
12328325,Daisy Edwards,Female,48,15011121420
12024462,Jane Robinson,Female,42,15070332166
12126073,Tao Binzhu,Male,41,13811252764
12030239,Clare Harris,Unknown,49,15022058632
12133066,Shen Tianfan,Female,42,15088879110
12421923,Wang Yuyang,Female,40,18685658883
12111045,Feng Jingping,Female,49,13892932966
12025995,Jing Binzhu,Male,46,13934274717
12028640,Patience Hughes,Female,40,15094646510
12216473,He Fangqin,Female,43,13938113424
12333409,Sophronia Harris,Female,44,18672443902
12214984,Jing Yingtian,Female,38,15669666192
12416891,Winifred Roberts,Female,48,13950258526
12414910,Jode Evans,Female,47,15015836603
12326792,Wu Yuyang,Female,46,15635108537
12032861,Natalie Taylor,Female,42,18990290945
12011828,Wu Ruoyan,Female,38,18676352982
12339331,Abe Harris,Male,38,18976184464
12219696,Elroy Edwards,Male,45,13943330557
12512004,Jiang Hanlan,Female,41,18637953695
12428605,Hua Haonan,Male,40,18682228818
12313959,Cao Yueqi,Male,41,15057947264
12011515,Xu Hanxuan,Female,38,18937114201
12124388,Jill Thomas,Female,49,13821451983
12220237,Susanna Taylor,Female,47,15669197323
12532293,Shen Mingliang,Male,48,18685251708
12239229,Rosalyn Jones,Female,48,13905966109
12135839,Lv Shizhen,Female,45,15070802434
12313677,Lv Xinyue,Male,48,13928101294
12238866,Dan Wright,Male,41,13988508833
12332982,Brittany White,Female,48,13899633547
12512946,Wang Qiuyan,Female,45,15035025121
12028417,Zou Youling,Female,40,18988482692
12138763,Bernadette Wilson,Female,41,18961189437
12323961,He Wenming,Male,42,13869683917
12033387,Wang Jiaxuan,Male,42,13951342870
12030724,Phil Robinson,Male,38,15630709639
12033615,Felix Thomas,Male,39,18928363418
12234218,Pat Wilson,Male,46,15624601488
12226772,Chen Yuanjun,Male,38,18686339281
12428260,Zhao Yihao,Male,40,15052905135
12116823,Zhang Qintao,Male,41,15098553535
12215264,Dou Huaiyu,Male,39,13955823401
12215886,You Bisong,Female,45,18644459199
12214996,Janey Jackson,Female,46,13985048926
12124415,Shi Runyi,Male,48,13911676010
12231510,Liz Jones,Female,43,18952324673
12233743,Zhou Yuyang,Female,45,13819826633
12233123,Zhang Binzhu,Male,43,13993214232
12117244,Tracy Johnson,Female,44,18930364600
12537292,Edward Thompson,Male,41,13910781606
12535613,Henry Lewis,Male,38,15672327497
12426680,Qing Jingping,Female,42,13829205071
12512977,Yu Xuelu,Female,45,13930284659
12033588,Bertran Hughes,Male,39,15686864496
12234012,Wang Hanhui,Female,44,18653785415
12418703,Han Chenjia,Male,42,18937643936
12238727,Xie Jiashuai,Male,47,13831725621
12335031,Wu Mimei,Female,46,13942881431
12334670,Zhu Yunzhi,Male,38,15071044773
12129000,Li Bingzhi,Male,49,18630558721
12310861,Yu Shanwei,Unknown,44,13909788477
12439867,He Qizhen,Female,42,13961013521
12220061,Zou Huasheng,Male,46,13890220609
12135795,Leslie Brown,Female,44,18649276288
12412124,Zhu Yueqi,Male,40,18951255896
12229048,Rosie Wilson,Female,41,15006191648
12515394,Qian Yaxia,Female,47,15007334154
12221527,Shen Qizhen,Female,48,18687812134
12110460,Qi Yilang,Male,38,15042022862
12418077,Moira Roberts,Female,43,15641994775
12434082,Wu Yunzhi,Male,46,13804242356
12034389,Bud Edwards,Male,44,18667249231
12424391,Patti Jones,Female,45,13929714055
12339472,Rosalind Harris,Female,48,13821309686
12125814,Kong Xiaohuai,Female,42,18633961030
12017657,Jiang Yixuan,Male,43,15612455594
12131335,Anne Jones,Female,42,15665588648
12036241,Zhu Weian,Male,48,15694244602
12015003,Tao Jiaji,Male,48,15691425098
12332875,Joe Jackson,Male,48,13981892390
12133372,Kirk Roberts,Male,48,18666463748
12226838,Gareth Thomas,Male,47,15064627892
12214150,Fran Smith,Female,45,13982065462
12439426,Zhou Huiran,Male,39,18604808591
12434179,Qian  biqin,Female,46,18603986116
12339776,Zhao Yuxuan,Male,40,18908905381
12414360,Della Johnson,Female,39,18988585952
12122550,Cao Jiashu,Male,41,13982935548
12035926,Zhao Yankun,Male,46,15006083021
12124588,Vivian Brown,Male,48,13987264599
12137398,Cao Zicheng,Male,46,13973963674
12413477,Crystal Brown,Female,46,15084309768
12026594,Frieda Johnson,Female,39,18936329960
12510357,Wang Chumei,Female,38,18605924146
12433076,Shi Zhuodong,Male,41,15648162947
12019125,Gracie Thomas,Female,46,15616426004
12224370,Wang Fanzhen,Unknown,39,15057996011
12527413,Mimi Jackson,Female,41,13938227972
12021702,Joseph Taylor,Unknown,41,13982600859
12232349,He Banxiang,Female,48,18924078589
12215094,Audrey Wright,Female,42,18949082118
12418786,Jim Johnson,Male,43,18908203198
12327277,Zheng Runyi,Male,42,15613461351
12523492,Debby Williams,Female,42,18643905431
12421407,Chen Jiashuai,Male,39,15003660263
12238513,Nancy Wright,Female,46,13809059908
12235064,Elsa Jones,Female,39,13877433063
12236332,Wei Bingzhi,Male,38,13808031042
12516418,Shi Tianlan,Female,38,15064950347
12536400,Enos White,Male,45,18638799648
12229466,Bernie Smith,Male,44,13970817292
12039575,Yang Congde,Male,39,13990246914
12414765,Wei Maoan,Male,41,18907614854
12238904,Shui Mengbai,Female,49,18966070898
12518719,Undine Taylor,Female,45,18959715598
12539623,Jiang Yingzhi,Female,42,13872012534
12437264,Han Hengran,Male,46,15017659962
12015138,Karen Taylor,Female,38,13876720290
12324008,Shui Zuirou,Female,38,18687389223
12532382,Urania Walker,Female,46,15068229490
12326800,Yan Linghai,Female,43,18667175067
12022069,Marshall Roberts,Male,45,15078634397
12213452,Phoebe Smith,Female,41,18912328850
12119190,Zou Jiayu,Male,39,15028866306
12226014,Zhang Wanzhi,Unknown,40,13934753084
12519620,Di Hall,Female,44,13863451067
12239421,Chu Linchuan,Male,47,15080256415
12524723,Dermot Lewis,Male,49,15602715703
12110900,Zou Youyi,Female,39,18603455227
12515189,Wayne Taylor,Male,38,15070303753
12114595,Kong Pinglv,Female,43,15067667014
12533855,Qing Yousong,Female,39,18919266551
12216404,Zhou Zhongxiao,Male,48,18640776921
12416879,Zhang Peiling,Female,45,13851979198
12429012,Zhou Hanling,Female,46,13994010802
12021942,Feng Ermei,Female,38,15086534755
12235204,Brian Patel,Male,49,13991503837
12113800,Jiang Junzhuo,Male,40,13841436603
12315027,Karl Hughes,Male,38,13894495130
12239258,Hua Erqiu,Female,48,15628052977
12119009,Andrew Johnson,Male,44,13909231636
12232239,Samuel Johnson,Unknown,48,15636249914
12422696,Sun Nianlan,Female,44,15652032545
12514577,Lv Yinghui,Female,44,15671567687
12237999,He Hanwu,Male,39,13805699635
12310147,Shi Yishan,Male,46,15049514536
12020924,Feng Erhan,Female,47,15611561542
12513603,Caesar Roberts,Male,48,15051773106
12111957,Zhu Wenlu,Male,38,18687277158
12222529,Wei Mufeng,Unknown,45,18698244030
12321465,Craig Jackson,Unknown,47,15643684197
12429874,Vincent Roberts,Male,45,18656005147
12224936,Sun Haoyan,Male,41,18610065255
12128526,Lucinda Harris,Female,47,13834613733
12426065,Yu Miaocui,Female,43,15694815599
12125680,Fran Thompson,Female,41,15600681584
12339058,Bai Jingping,Female,43,18603683635
12423360,Wei Shiyi,Male,47,13886365952
12015384,Zhou Yishuang,Female,48,15061565341
12333273,Xu Yuanhong,Male,49,13839324198
12026057,Zou Zhidie,Female,44,15008520109
12314425,Liu Mengbai,Female,38,18644263375
12322058,Victor Lewis,Male,46,18937004621
12115146,Judith Edwards,Female,48,15025870700
12431966,Julian Clarke,Male,42,13974711615
12428980,Xie Pingning,Female,43,15014021450
12410486,Octavius Davies,Male,47,15037128173
12011038,Gerald Thompson,Male,45,15091767921
12014405,Yang Feining,Female,47,13829954971
12128503,Qi Yishan,Male,39,18606430869
12422084,Flora Thomas,Female,46,13802785616
12532283,Tommy Davies,Male,49,13965685007
12431054,Qian Yuanxiang,Male,45,18688985462
12134541,Qing Muhao,Male,42,18979820269
12534823,Hilda Clarke,Female,43,15689457853
12234461,Qi Yinxiang,Male,38,15076744537
12025016,Wei Ruize,Male,41,18942952860
12426059,Crystal Walker,Female,41,13975605074
12129934,Chen Chunfu,Female,45,13822330958
12122793,Jiang Yahe,Female,43,13945549155
12421253,Kong Youqing,Female,45,15641123045
12322537,Tao Shuxuan,Female,49,15085116120
12519663,Gaston Harris,Male,47,15638575006
12227005,Yu Yixian,Male,45,18928820996
12213873,Zou Biyan,Unknown,48,15066512800
12335011,Kong Yishan,Male,40,13846951812
12121296,Qian Xiaofeng,Female,41,13854197619
12118889,He Xinyue,Male,39,13928811240
12524166,Zou Muman,Female,40,15082906238
12326884,Wu Yuanchun,Female,40,13826019898
12127167,Chu Guqiu,Female,38,18974814682
12326643,Qing Benqing,Male,45,13935686416
12112067,Yang Baitao,Female,49,15660272878
12314619,Zou Muxue,Female,46,18658582425
12010426,Qian Jingxiang,Male,41,18906077064
12117012,Irwin Green,Male,39,13848256680
12227733,You Jingyun,Unknown,45,13979841817
12310574,Xu Dongqing,Female,49,18906327698
12421161,Marcia Hall,Female,39,15069566546
12412949,Roger White,Male,47,15657072117
12324161,Zou Panlei,Unknown,47,15097673852
12420542,Jo Roberts,Female,45,13974570937
12217921,Toni Clarke,Female,47,15073675791
12233047,Sun Hanxuan,Female,39,18644716340
12225441,Hua Boran,Unknown,41,15678864028
12526014,Qing Qizheng,Male,48,15052254763
12114805,Zheng Jiaxuan,Male,40,15045496448
12334227,Cecil Walker,Male,41,18908106812
12433490,Gwendoline Thompson,Female,40,13979659683
12423759,Lester Thompson,Unknown,43,13960497825
12422549,Qi Fanrui,Male,44,15041528785
12439615,Marcie Davies,Female,40,13853910784
12030867,Archibald Lewis,Male,40,18960333107
12125639,Ted White,Male,49,13872798954
12233023,Mary Clarke,Female,47,15017977858
12516948,Sandra Williams,Female,49,18603309373
12419673,Richie Roberts,Male,42,13913280853
12431758,Qi Haizhen,Female,49,18903816077
12334134,Shi Guzhu,Female,41,18968522668
12128596,He Yuke,Male,46,13862391062
12012401,Zheng Hanxiang,Female,39,18670303787
12532540,Chu  zixue,Female,47,13884487578
12019494,Ross Edwards,Male,44,15082403377
12021907,Jock Walker,Unknown,43,13847306454
12234588,Ned Walker,Male,42,18920058215
12538811,Joan Johnson,Female,44,13908204055
12416052,Shen Zhengsong,Male,39,18910613781
12539145,Qi Xiangling,Female,46,15600505124
12315332,Wang Linglian,Female,39,18969987402
12210360,Pius Hughes,Male,43,15040270297
12418813,Liu Feilei,Female,45,15665437795
12530275,Zhang Rongchun,Unknown,46,13876049145
12436935,Polly Walker,Female,39,15662365107
12422508,Shi Shaohu,Male,46,18665305291
12026962,Joanne White,Female,49,15696020889
12327281,Han  qizhen,Unknown,45,15084888189
12311261,Dou Huanqing,Female,41,13977560856
12524636,Xie Linchuan,Male,45,13963778907
12125301,Malachi Hughes,Male,40,15692037530
12415471,Evadne Patel,Female,43,18968189028
12410365,Vanessa Taylor,Female,45,15673419018
12234204,Frieda Thompson,Female,41,18992126544
12524630,Yan Xiaofeng,Male,44,15690792395
12421945,Qian Shunhang,Male,45,13904943158
12124052,Tina Hall,Female,49,15051134968
12239852,Tommy Harris,Male,38,18981774268
12330344,Eleanor Patel,Female,39,15058335384
12024607,Christine Evans,Female,44,18690580198
12427766,Cao Yanlei,Female,43,15051467267
12124350,Yu Haonan,Male,38,18620772002
12530298,Yang Guqiu,Unknown,41,18618885717
12210679,Shi Binggan,Male,45,18976035237
12432752,Sean Jackson,Male,45,18902436646
12335518,Sun Jiaxuan,Male,39,18965536051
12239135,Sophia Davies,Unknown,41,13951024215
12021429,Bai Muhua,Male,49,13848283803
12418036,Dan Thomas,Male,48,15698372907
12331932,Evelyn Edwards,Female,49,15698087021
12031233,Yu Shuzhen,Female,48,15002712259
12027396,Chu Yingzhi,Female,38,13892297977
12531348,Wu Yuke,Male,41,15697716653
12323770,Vivien Johnson,Unknown,38,15665186413
12413741,Xie Tingqin,Female,44,13851038298
12126467,Kent Wilson,Unknown,43,18677968674
12426628,Craig Thompson,Male,47,15002945019
12129398,Zhang Zhixiang,Male,46,18648771704
12032553,Wang Zhengsong,Male,39,13921608724
12132804,Yan Yingwen,Female,42,15011117135
12127446,Wei Yingtian,Unknown,42,18950729224
12328992,Xie Wenyan,Unknown,45,18968451760
12020796,Tao Chengjun,Male,48,15034757254
12437574,He Chilv,Female,38,18679946737
12024995,Saul Thompson,Male,46,13815670484
12028898,Sally Thomas,Female,38,13896412880
12026883,He Hanxiang,Male,40,18652217119
12419857,Hua Yuwen,Unknown,45,18909695537
12417985,Feng Runbin,Male,46,18651835501
12326737,Sid Williams,Male,44,18621832099
12526292,Sean Jones,Male,49,15079603202
12522158,Alfred Thomas,Male,39,18985327914
12412060,Amy Thompson,Female,44,15080247527
12439337,Steven Taylor,Male,49,13838231084
12036682,Wei Shengjian,Male,46,15093350281
12125547,Fidelia Brown,Unknown,46,13968050454
12119514,Philemen Brown,Male,46,15042197811
12011442,Jason Evans,Male,44,13995118915
12029470,Leila Smith,Female,46,13844258588
12422050,Willy Patel,Male,47,15622520990
12218844,Julian Wilson,Male,49,15071361392
12110259,Yang Youling,Female,49,18600332576
12111224,Chen Chundie,Female,44,18987365407
12336459,Robin Green,Female,42,15058014776
12229409,He Pengxiao,Male,46,13992952835
